x,y,z
0.512000,-0.176000,0.161500
-0.079500,-0.571500,0.090500
-0.369500,-0.432000,0.280500
-0.226000,-0.325500,0.561500
0.024000,-0.526000,0.362000
-0.082000,-0.019500,0.693000
-0.344500,0.018000,0.093000
-0.238500,-0.126000,0.062000
-0.216500,-0.013500,0.405500
0.212000,-0.076000,0.324000
-0.238500,-0.126000,0.062000
-0.082000,-0.513500,0.030500
-0.026000,-0.526000,0.362000
0.512000,-0.176000,0.211500
-0.001000,-0.613500,0.299000
-0.494500,-0.307000,0.068000
-0.001000,-0.613500,0.299000
0.568500,-0.024000,0.278500
-0.082000,-0.513500,0.030500
-0.494500,-0.232000,-0.007000
-0.407000,0.105500,0.293000
-0.494500,-0.232000,-0.007000
-0.407000,0.105500,0.293000
-0.001000,-0.588500,0.299000
-0.169500,-0.419500,-0.047500
0.218000,-0.182000,0.268000
-0.089500,-0.570000,0.075500
-0.426000,0.174000,-0.013500
-0.169500,-0.419500,-0.047500
-0.182000,0.168000,0.018000
0.118000,0.318000,0.018000
0.568500,-0.024000,0.303500
0.024000,-0.526000,0.362000
-0.007000,-0.407000,0.518000
0.230500,-0.394500,0.455500
0.193000,0.268000,0.143000
0.218000,-0.582000,0.193000
-0.082000,-0.019500,0.693000
0.461500,0.174000,0.074000
-0.182000,0.043000,0.593000
-0.269500,0.293000,-0.000500
0.580500,-0.119500,0.180500
0.580500,-0.119500,0.180500
-0.369500,-0.432000,0.280500
0.571000,0.073500,0.073500
-0.394500,-0.032000,0.093000
-0.288500,0.062000,0.161500
-0.207000,-0.407000,0.418000
0.218000,-0.582000,0.193000
0.530500,-0.294500,0.205500
-0.182000,0.168000,0.068000
-0.182000,0.268000,0.068000
-0.089500,-0.570000,0.075500
0.568500,-0.024000,0.278500
0.283500,0.002000,0.646500
-0.294500,-0.544500,0.205500
-0.207000,-0.432000,0.393000
-0.007000,-0.432000,0.493000
0.512000,-0.176000,0.211500
0.480500,-0.032000,0.068000
0.562000,-0.226000,0.211500
0.068000,0.343000,0.093000
-0.257000,0.318000,-0.007000
0.161000,-0.125000,0.086000
0.005500,0.055500,0.580500
-0.160000,-0.097500,0.657000
0.118000,0.318000,0.018000
-0.294500,-0.544500,0.180500
-0.257000,0.193000,0.118000
-0.157000,-0.107000,0.668000
-0.026000,-0.526000,0.362000
-0.044500,-0.219500,0.655500
0.405500,-0.194500,0.405500
0.393000,0.093000,0.543000
0.512000,-0.176000,0.161500
-0.507000,0.118000,0.343000
-0.001000,-0.588500,0.299000
-0.419500,-0.519500,0.130500
0.161500,0.162000,0.187000
0.318000,0.268000,0.018000
0.271000,0.089500,0.634000
-0.433500,-0.302500,0.133000
-0.044500,-0.219500,0.655500
0.168000,-0.307000,0.293000
0.530500,-0.294500,0.205500
-0.182000,0.093000,0.643000
0.018000,0.118000,0.693000
0.580500,-0.119500,0.180500
0.161500,0.137000,0.187000
0.143000,0.293000,-0.007000
-0.519500,-0.119500,0.230500
-0.288500,0.062000,0.161500
0.180500,-0.444500,0.380500
0.405500,-0.194500,0.405500
0.530500,-0.294500,0.205500
-0.494500,-0.144500,0.255500
-0.582000,0.093000,0.193000
-0.019500,0.030500,0.580500
-0.079500,-0.571500,0.090500
-0.112500,-0.348500,-0.075000
0.106000,-0.108000,0.624500
-0.469500,0.105500,0.105500
-0.288500,0.062000,0.161500
-0.332000,-0.407000,0.118000
-0.132000,-0.513500,0.030500
0.268000,-0.557000,0.193000
0.419500,-0.302500,0.108000
0.530500,-0.294500,0.180500
0.530500,-0.094500,0.005500
-0.194500,0.180500,0.005500
-0.132000,-0.307000,-0.044500
0.068000,0.180500,0.118000
0.193000,0.093000,0.093000
-0.135000,-0.197500,0.657000
-0.340000,-0.458500,0.301500
-0.294500,-0.544500,0.180500
-0.282000,-0.407000,0.068000
-0.007000,-0.407000,0.518000
0.193000,-0.532000,0.143000
0.519500,-0.122000,0.133000
-0.294500,0.062000,0.605500
-0.082000,0.268000,0.168000
0.080500,0.030500,0.705500
0.168000,0.043000,-0.007000
0.518000,0.193000,0.043000
-0.432000,0.193000,0.005500
-0.112500,-0.547500,-0.062500
-0.232000,-0.107000,0.005500
0.296000,0.240000,0.040000
-0.369500,-0.432000,0.305500
-0.432000,-0.307000,0.143000
-0.288500,0.062000,0.161500
-0.294500,-0.544500,0.180500
-0.207000,0.243000,0.118000
-0.132000,-0.532000,0.293000
0.418500,-0.121000,0.462500
-0.119500,-0.019500,0.655500
-0.319500,0.205500,0.055500
0.180500,0.130500,0.180500
-0.014500,-0.570000,0.316000
-0.132000,-0.407000,-0.044500
0.321000,-0.010500,0.634000
-0.085000,-0.072500,0.607000
-0.583500,-0.072000,0.289000
-0.394500,-0.344500,0.255500
-0.132000,-0.513500,0.030500
-0.007000,-0.532000,0.343000
0.130500,0.180500,0.030500
0.293000,-0.182000,0.518000
-0.057000,-0.007000,0.718000
0.193000,-0.032000,0.043000
0.493000,0.118000,0.243000
-0.057000,-0.307000,-0.032000
-0.419500,-0.519500,0.230500
-0.419500,-0.519500,0.230500
0.568500,-0.024000,0.303500
0.211500,0.162000,0.212000
0.288500,0.263500,0.033000
-0.182000,0.168000,0.018000
-0.207000,0.093000,0.093000
-0.135000,-0.097500,0.657000
-0.394500,-0.344500,0.255500
-0.344500,0.018000,0.093000
-0.194500,-0.444500,0.380500
-0.157000,-0.107000,0.668000
0.180500,-0.294500,0.530500
0.193000,0.243000,0.018000
-0.207000,0.043000,0.568000
-0.119500,-0.019500,0.655500
0.343000,0.093000,0.618000
0.493000,0.118000,0.243000
-0.407000,-0.282000,0.343000
-0.087500,-0.087500,0.732000
0.068000,0.343000,-0.007000
-0.082000,0.143000,-0.007000
0.180500,0.005500,0.655500
0.580500,-0.094500,0.180500
-0.407000,0.093000,0.393000
0.230500,0.105500,-0.019500
-0.194500,0.105500,0.080500
0.143000,0.393000,-0.032000
-0.532000,-0.057000,0.193000
-0.407000,-0.332000,0.268000
-0.294500,-0.544500,0.205500
-0.282000,-0.407000,0.068000
-0.257000,-0.107000,0.668000
0.193000,-0.307000,0.518000
0.343000,0.093000,0.593000
0.562000,-0.226000,0.161500
0.568000,-0.007000,0.043000
0.118000,0.168000,0.018000
-0.594500,-0.244500,0.055500
-0.119500,0.005500,0.455500
0.180500,-0.094500,0.055500
0.261500,0.111500,0.011500
-0.157000,0.093000,-0.032000
-0.182000,0.168000,0.218000
0.193000,0.343000,-0.032000
-0.407000,-0.332000,0.343000
-0.257000,-0.582000,0.193000
-0.294500,-0.544500,0.205500
-0.122000,-0.533500,0.289000
-0.119500,-0.519500,0.280500
-0.082000,-0.282000,0.368000
0.143000,-0.507000,0.068000
0.168000,-0.532000,0.193000
0.118000,-0.332000,0.168000
0.193000,-0.407000,0.418000
0.193000,0.243000,0.018000
0.456000,-0.317500,0.113000
0.518000,-0.157000,0.193000
0.518000,-0.057000,0.193000
0.530500,-0.294500,0.180500
-0.377500,0.008000,0.544500
-0.007000,0.043000,0.718000
-0.057000,-0.007000,0.718000
-0.007000,0.043000,0.718000
-0.419500,-0.169500,0.605500
-0.302500,0.276000,0.020500
0.403500,0.050500,0.175500
-0.244500,-0.119500,0.330500
0.468500,0.188000,0.125500
0.230500,-0.019500,0.205500
-0.114500,-0.545000,0.050500
-0.344500,0.218000,-0.100500
-0.207000,0.143000,-0.032000
-0.194500,0.105500,0.080500
0.118000,0.293000,-0.007000
-0.533500,-0.122000,0.133000
-0.469500,0.105500,0.105500
-0.282000,-0.107000,0.643000
-0.182000,-0.532000,0.193000
-0.057000,0.218000,0.093000
-0.007000,-0.532000,0.343000
0.418000,-0.232000,0.393000
-0.257000,0.093000,-0.032000
0.443000,0.193000,-0.032000
-0.057000,0.293000,0.218000
0.043000,0.093000,0.718000
-0.569500,-0.194500,0.280500
0.380500,0.080500,0.530500
0.380500,0.205500,0.105500
-0.525500,0.018000,0.505500
0.080500,0.030500,0.705500
0.068000,-0.232000,0.668000
-0.344500,0.168000,-0.100500
0.180500,0.055500,-0.019500
-0.169500,0.055500,0.280500
-0.107000,0.143000,-0.032000
0.180500,0.080500,0.080500
-0.393500,-0.017000,0.053000
0.143000,0.293000,-0.032000
-0.533500,-0.097500,0.133000
-0.526000,0.024000,0.124000
-0.407000,0.143000,0.168000
-0.352500,-0.433500,0.108000
-0.307000,-0.007000,0.118000
-0.282000,-0.107000,0.668000
-0.257000,-0.107000,0.668000
-0.219500,0.030500,0.305500
0.193000,-0.332000,0.493000
0.143000,-0.107000,0.668000
0.243000,-0.582000,0.193000
0.268000,-0.407000,0.068000
0.255500,-0.119500,0.605500
0.243000,0.018000,0.193000
0.430500,-0.294500,0.205500
0.494500,-0.072000,0.314000
0.243000,-0.032000,-0.007000
0.343000,-0.007000,0.618000
-0.507000,0.043000,0.518000
0.068000,0.143000,0.093000
0.143000,0.293000,0.218000
-0.207000,0.293000,0.093000
0.518500,0.188000,0.125500
-0.169500,0.080500,0.655500
-0.404500,0.038000,0.378500
-0.019500,0.055500,0.580500
-0.207000,-0.082000,0.005500
0.186500,0.137000,0.187000
0.211500,-0.626000,0.074000
-0.394500,0.168000,-0.050500
0.180500,0.105500,0.005500
-0.157000,0.193000,-0.032000
0.212000,0.224000,0.162000
-0.082000,-0.407000,-0.044500
0.321000,0.089500,0.634000
-0.110000,-0.197500,0.657000
-0.582000,0.043000,0.193000
-0.282000,-0.007000,0.243000
-0.332000,-0.007000,0.093000
-0.307000,-0.432000,0.118000
-0.232000,0.243000,0.093000
-0.244500,-0.394500,0.455500
-0.182000,-0.107000,0.668000
-0.057000,-0.507000,0.068000
-0.007000,-0.032000,0.618000
0.168000,-0.532000,0.193000
0.130500,0.280500,0.030500
0.243000,-0.532000,0.193000
0.168000,-0.307000,0.293000
0.243000,-0.007000,0.218000
0.430500,-0.294500,0.205500
0.494500,-0.147500,0.314000
-0.207000,0.043000,-0.032000
0.183000,0.288500,0.133000
0.393000,0.243000,-0.032000
0.493000,0.143000,-0.032000
-0.007000,-0.357000,-0.032000
0.543000,0.118000,0.193000
-0.107000,0.118000,0.643000
0.293000,0.318000,0.043000
-0.182000,-0.482000,0.418000
-0.001000,-0.576000,0.312000
0.230500,0.105500,0.305500
0.018000,0.118000,0.593000
-0.244500,-0.119500,0.330500
-0.219500,0.068000,0.680500
-0.404500,0.038000,0.378500
-0.069500,-0.019500,0.355500
0.030500,0.105500,0.580500
-0.269500,0.168000,-0.100500
-0.032000,-0.613500,-0.019500
-0.082000,-0.307000,-0.044500
-0.232000,0.118000,0.068000
-0.032000,-0.613500,-0.019500
0.555500,0.105500,0.205500
0.106000,-0.108000,0.624500
-0.519500,-0.119500,0.130500
-0.257000,-0.582000,0.193000
-0.257000,-0.107000,0.618000
-0.282000,-0.107000,0.643000
-0.207000,0.268000,0.143000
-0.157000,-0.532000,0.193000
-0.182000,-0.282000,0.218000
-0.007000,-0.432000,0.493000
-0.069500,-0.219500,0.655500
-0.057000,0.218000,0.093000
0.068000,-0.282000,0.368000
0.005500,-0.169500,0.455500
0.193000,-0.432000,0.393000
0.125500,-0.127500,0.621500
0.143000,0.393000,0.093000
0.455500,-0.319500,0.105500
0.518000,-0.107000,0.143000
0.519500,-0.147500,0.289000
0.530500,-0.294500,0.180500
-0.407000,0.093000,0.393000
0.093000,0.018000,0.343000
0.183000,0.288500,0.108000
0.193000,0.205500,0.068000
0.083000,0.263500,0.108000
-0.582000,0.068000,0.193000
0.168000,-0.007000,0.043000
-0.207000,0.118000,0.643000
-0.157000,0.193000,0.093000
0.518000,0.143000,-0.007000
-0.507000,0.018000,0.518000
-0.244500,-0.419500,0.455500
-0.619500,-0.044500,0.305500
0.205500,0.005500,0.655500
-0.019500,-0.069500,0.355500
-0.019500,0.030500,0.580500
-0.269500,0.218000,-0.100500
0.161500,0.137000,0.287000
0.268000,0.293000,-0.032000
0.321000,0.039500,0.684000
-0.085000,-0.197500,0.657000
0.086000,-0.062500,0.596000
-0.469500,-0.219500,0.080500
-0.282000,-0.557000,0.193000
-0.282000,-0.557000,0.193000
-0.232000,-0.107000,0.668000
-0.282000,-0.107000,0.668000
-0.207000,0.218000,0.143000
