x,y,z
-0.182000,-0.382000,-0.038000
-0.269500,-0.419500,-0.044500
-0.269500,-0.419500,-0.044500
-0.269500,-0.419500,-0.044500
-0.269500,-0.419500,-0.044500
-0.269500,-0.419500,-0.044500
-0.026000,-0.188000,0.436500
-0.432000,0.018000,-0.032000
-0.232000,-0.382000,-0.038000
-0.469500,-0.194500,0.455500
-0.319500,-0.369500,-0.044500
-0.319500,-0.369500,-0.044500
-0.319500,-0.369500,-0.044500
-0.319500,-0.369500,-0.044500
-0.319500,-0.369500,-0.044500
-0.026000,-0.188000,0.436500
0.262000,-0.226000,0.074000
0.355500,-0.019500,-0.044500
0.355500,-0.019500,-0.044500
-0.444500,0.080500,-0.044500
-0.444500,0.080500,-0.044500
-0.219500,-0.332000,-0.050500
-0.219500,-0.282000,-0.001000
-0.232000,-0.194500,-0.001000
-0.219500,-0.282000,-0.001000
0.347000,0.098500,-0.081000
0.347000,0.098500,-0.081000
0.468000,-0.082000,-0.032000
-0.007000,-0.569500,0.018000
-0.444500,0.005500,-0.044500
-0.419500,-0.369500,0.230500
0.287000,-0.176000,0.124000
0.324000,0.199000,-0.001000
0.374500,0.174000,0.074500
0.543000,-0.207000,0.118000
0.205500,-0.544500,0.005500
0.018000,-0.582000,0.368000
0.543000,-0.207000,0.118000
-0.219500,-0.519500,0.005500
-0.219500,-0.519500,0.005500
0.555500,0.005500,0.380500
0.555500,0.005500,0.380500
-0.107000,-0.569500,0.018000
-0.419500,0.030500,-0.044500
0.468000,-0.132000,-0.032000
-0.226000,0.030500,0.418000
-0.519500,0.030500,0.255500
-0.119500,-0.519500,0.355500
-0.057000,0.193000,0.218000
0.418000,0.043000,0.593000
0.374500,0.174000,0.024500
0.568000,-0.132000,0.218000
-0.594500,0.005500,0.105500
-0.419500,0.030500,-0.044500
0.055500,-0.394500,0.080500
0.105500,-0.269500,0.605500
0.218000,-0.182000,0.318000
0.380500,-0.044500,0.030500
-0.207000,-0.107000,0.043000
-0.007000,0.243000,0.218000
-0.332000,-0.232000,0.618000
-0.182000,0.118000,0.118000
0.180500,0.155500,0.080500
-0.182000,0.018000,0.268000
-0.469500,-0.319500,0.230500
-0.519500,0.030500,0.255500
-0.319500,0.055500,0.080500
0.168000,-0.307000,0.193000
0.305500,-0.469500,0.105500
0.355500,-0.319500,0.405500
-0.119500,0.255500,0.155500
0.568000,-0.082000,0.218000
0.243000,0.193000,0.143000
0.353500,-0.024500,0.075500
-0.471000,-0.327500,0.289000
-0.219500,-0.332000,-0.050500
-0.072000,-0.533500,0.108000
0.055500,-0.394500,0.080500
0.318000,-0.407000,0.343000
