x,y,z
-0.519500,-0.169500,0.230500
-0.519500,-0.019500,0.255500
-0.244500,-0.244500,0.080500
-0.069500,-0.394500,0.030500
-0.044500,-0.269500,0.605500
0.055500,-0.269500,0.605500
0.180500,-0.519500,0.255500
0.155500,-0.519500,0.355500
0.180500,-0.169500,0.605500
0.230500,-0.519500,0.255500
0.355500,-0.194500,0.505500
-0.327500,-0.135000,-0.034500
-0.469500,-0.094500,0.380500
-0.327500,-0.135000,-0.034500
0.305500,0.155500,0.005500
-0.544500,-0.194500,0.105500
-0.207000,-0.407000,-0.019500
0.368000,-0.332000,-0.032000
0.368000,-0.332000,-0.032000
0.368000,-0.332000,-0.032000
-0.032000,0.068000,0.618000
0.368000,-0.332000,-0.032000
0.418000,0.018000,-0.032000
0.418000,0.018000,-0.032000
-0.469500,-0.244500,0.380500
0.418000,0.118000,0.218000
0.418000,0.118000,0.218000
0.255500,-0.207000,0.193000
0.055500,-0.344500,0.105500
0.218000,-0.294500,-0.044500
0.405500,0.205500,0.055500
0.218000,-0.294500,-0.044500
-0.519500,-0.169500,0.130500
-0.519500,-0.019500,0.255500
-0.469500,0.080500,0.155500
-0.244500,-0.294500,0.130500
-0.169500,-0.519500,0.330500
-0.044500,-0.269500,0.605500
0.055500,-0.269500,0.605500
0.180500,-0.169500,0.605500
0.230500,-0.219500,0.280500
-0.469500,-0.094500,0.355500
-0.377500,-0.085000,-0.034500
-0.294500,-0.094500,0.255500
-0.232000,0.218000,0.018000
-0.382000,-0.332000,-0.032000
-0.382000,-0.332000,-0.032000
0.368000,0.018000,-0.032000
0.368000,0.018000,-0.032000
0.180500,-0.294500,0.130500
0.368000,0.118000,0.168000
0.368000,0.118000,0.168000
-0.382000,0.018000,-0.032000
-0.294500,0.105500,-0.007000
0.055500,-0.344500,0.105500
-0.319500,-0.232000,-0.044500
-0.382000,0.118000,-0.032000
-0.382000,0.118000,-0.032000
-0.319500,-0.232000,-0.044500
0.405500,-0.082000,-0.044500
0.405500,-0.082000,-0.044500
-0.469500,-0.269500,0.080500
-0.519500,-0.169500,0.155500
-0.519500,-0.044500,0.280500
-0.169500,-0.519500,0.355500
-0.069500,-0.394500,0.030500
-0.069500,-0.269500,0.605500
0.055500,-0.394500,0.030500
0.155500,-0.194500,0.605500
0.230500,0.055500,0.080500
0.405500,-0.194500,0.455500
0.341000,-0.039500,0.303500
-0.377500,-0.085000,-0.034500
-0.557000,-0.207000,0.093000
-0.332000,0.243000,0.005500
0.368000,0.118000,0.218000
0.368000,0.118000,0.218000
0.218000,-0.532000,-0.032000
-0.482000,-0.182000,0.418000
-0.169500,0.030500,0.405500
-0.319500,-0.182000,-0.044500
-0.382000,0.068000,-0.032000
-0.382000,0.068000,-0.032000
-0.319500,-0.182000,-0.044500
-0.182000,-0.257000,0.005500
-0.469500,-0.219500,0.030500
-0.519500,-0.169500,0.180500
-0.519500,-0.044500,0.330500
-0.319500,0.055500,0.030500
-0.244500,-0.294500,0.180500
-0.169500,-0.519500,0.280500
-0.069500,-0.269500,0.605500
0.055500,-0.394500,0.030500
0.005500,-0.269500,0.605500
0.155500,-0.244500,0.605500
0.405500,-0.194500,0.455500
0.205500,-0.544500,0.280500
0.180500,-0.544500,0.380500
0.280500,-0.019500,0.030500
0.494500,-0.085000,0.482000
-0.319500,0.080500,0.005500
-0.544500,-0.069500,0.305500
-0.469500,-0.094500,0.380500
-0.327500,-0.085000,-0.034500
-0.327500,-0.085000,-0.034500
-0.019500,-0.394500,0.030500
0.376500,-0.390000,0.033500
0.505500,0.030500,0.380500
-0.190000,-0.027000,0.481000
0.368000,0.093000,-0.044500
-0.194500,-0.019500,0.455500
0.368000,0.093000,-0.044500
0.230500,-0.194500,0.105500
-0.444500,-0.269500,0.405500
-0.430000,-0.342500,-0.024000
0.268000,-0.382000,-0.032000
0.268000,-0.382000,-0.032000
0.418000,0.118000,0.168000
0.418000,0.118000,0.168000
-0.382000,-0.032000,-0.032000
0.255500,0.030500,0.605500
0.205500,-0.019500,0.280500
0.255500,0.030500,0.605500
-0.482000,-0.232000,0.418000
0.180500,0.030500,0.355500
-0.402500,-0.110000,-0.034500
-0.269500,0.005500,0.580500
0.334500,-0.112500,-0.075000
-0.444500,-0.344500,-0.019500
-0.402500,-0.110000,-0.047000
-0.207000,-0.232000,0.005500
0.168000,-0.294500,-0.044500
-0.402500,-0.110000,-0.047000
0.168000,-0.294500,-0.044500
0.455500,0.105500,0.355500
-0.294500,-0.069500,0.230500
-0.319500,0.055500,0.030500
-0.044500,-0.394500,0.030500
-0.089500,-0.127500,0.671500
0.030500,-0.394500,0.030500
0.005500,-0.269500,0.605500
0.305500,-0.369500,0.405500
0.230500,-0.219500,0.180500
0.255500,0.230500,0.080500
0.330500,0.005500,0.030500
-0.469500,-0.094500,0.355500
-0.219500,-0.569500,0.305500
-0.144500,-0.569500,0.280500
0.493000,-0.107000,-0.007000
-0.444500,-0.394500,0.080500
0.280500,0.180500,0.130500
-0.327500,-0.135000,-0.034500
-0.444500,-0.094500,0.405500
-0.019500,-0.269500,0.255500
0.005500,-0.119500,0.430500
0.005500,-0.119500,0.430500
0.205500,-0.569500,0.305500
0.205500,-0.044500,0.355500
-0.494500,0.130500,0.080500
-0.327500,-0.135000,-0.034500
-0.182000,-0.032000,0.468000
-0.007000,-0.532000,-0.007000
0.080500,-0.394500,0.030500
0.080500,-0.394500,0.030500
-0.494500,-0.007000,0.468000
-0.019500,-0.269500,0.255500
0.316000,0.025500,0.506000
0.205500,-0.019500,0.280500
0.418000,-0.282000,-0.032000
-0.194500,0.018000,0.443000
0.418000,-0.282000,-0.032000
0.418000,-0.282000,-0.032000
0.418000,0.093000,-0.044500
0.018000,0.068000,0.618000
0.418000,-0.282000,-0.032000
0.083000,-0.571000,0.058000
0.083000,-0.571000,0.058000
0.418000,0.093000,-0.044500
-0.394500,-0.194500,0.355500
-0.282000,0.193000,-0.044500
-0.194500,-0.019500,0.455500
0.318000,-0.382000,-0.032000
0.318000,-0.382000,-0.032000
0.005500,-0.344500,0.080500
-0.432000,-0.032000,-0.032000
-0.282000,0.143000,0.005500
-0.282000,-0.382000,-0.032000
0.218000,-0.407000,-0.044500
-0.282000,-0.382000,-0.032000
-0.282000,0.018000,0.568000
-0.082000,0.018000,0.468000
0.505500,0.055500,0.405500
-0.402500,-0.110000,-0.034500
-0.269500,0.005500,0.655500
-0.282000,-0.382000,-0.032000
0.218000,0.018000,0.468000
0.330500,0.130500,0.205500
-0.402500,-0.110000,-0.047000
-0.432000,0.118000,-0.032000
-0.432000,0.118000,-0.032000
-0.282000,-0.382000,-0.032000
-0.182000,-0.307000,-0.044500
0.218000,-0.507000,-0.044500
0.218000,-0.507000,-0.044500
0.305500,0.005500,0.005500
-0.402500,-0.110000,-0.047000
0.405500,-0.132000,-0.044500
0.405500,-0.132000,-0.044500
-0.282000,-0.382000,-0.032000
