

-0.072606,-0.516455,0.163363,-1.571,0.000,-3.142
0.072606,-0.516455,0.163363,-1.571,0.000,-3.142
-0.072606,-0.371244,0.018151,-1.571,0.000,-3.142
0.072606,-0.371244,0.018151,-1.571,0.000,-3.142
0.000000,-0.443850,0.090757,-1.571,0.000,-3.142
-0.072606,-0.516455,0.163363,-1.571,0.000,-3.142
0.072606,-0.516455,0.163363,-1.571,0.000,-3.142
-0.072606,-0.371244,0.018151,-1.571,0.000,-3.142
0.072606,-0.371244,0.018151,-1.571,0.000,-3.142
0.000000,-0.443850,0.090757,-1.571,0.000,-3.142
-0.072606,-0.516455,0.163363,-1.571,0.000,-3.142
0.072606,-0.516455,0.163363,-1.571,0.000,-3.142
-0.072606,-0.371244,0.018151,-1.571,0.000,-3.142
0.072606,-0.371244,0.018151,-1.571,0.000,-3.142
0.000000,-0.443850,0.090757,-1.571,0.000,-3.142
-0.072606,-0.516455,0.163363,-1.571,0.000,-3.142
0.072606,-0.516455,0.163363,-1.571,0.000,-3.142
-0.072606,-0.371244,0.018151,-1.571,0.000,-3.142
0.072606,-0.371244,0.018151,-1.571,0.000,-3.142
0.000000,-0.443850,0.090757,-1.571,0.000,-3.142











0,-0.3,0.3,-1.571,0.000,-3.142
0,-0.3,0.475,-1.571,0.000,-3.142
0,-0.3,0.3,-1.571,0.000,-3.142
0,-0.3,0.475,-1.571,0.000,-3.142
0,-0.3,0.3,-1.571,0.000,-3.142



