x,y,z
0.384500,-0.348500,0.048500
0.284500,-0.112500,0.284500
-0.307000,-0.057000,0.118000
-0.232000,-0.232000,0.218000
0.068000,-0.532000,0.293000
0.193000,-0.457000,-0.007000
0.118000,-0.282000,0.318000
0.118000,-0.232000,0.368000
0.243000,-0.432000,0.393000
0.218000,-0.132000,0.368000
0.268000,-0.032000,0.418000
0.293000,-0.207000,0.168000
0.293000,-0.182000,0.243000
0.293000,-0.157000,0.168000
0.268000,-0.132000,0.318000
0.339000,-0.016500,0.133000
0.339000,0.008000,0.469500
-0.428000,-0.377500,0.364000
0.339000,-0.022000,0.364000
-0.532000,-0.082000,0.418000
-0.532000,0.018000,0.068000
-0.482000,-0.132000,0.468000
-0.407000,-0.457000,0.293000
-0.432000,-0.432000,0.218000
-0.382000,-0.382000,0.468000
-0.282000,-0.182000,0.268000
-0.432000,-0.132000,0.518000
-0.323000,0.048500,0.309500
-0.197500,-0.097000,0.364000
-0.232000,-0.532000,0.068000
-0.182000,-0.532000,0.418000
0.168000,-0.532000,0.418000
0.193000,-0.457000,0.443000
0.218000,-0.432000,0.518000
0.168000,-0.282000,0.618000
0.168000,-0.282000,0.068000
0.218000,-0.032000,0.318000
0.268000,-0.032000,0.068000
0.393000,-0.307000,-0.007000
0.243000,-0.007000,0.268000
-0.532000,-0.232000,0.218000
-0.457000,-0.157000,0.393000
-0.532000,0.018000,0.318000
-0.482000,0.068000,0.368000
-0.482000,0.068000,0.468000
-0.407000,-0.307000,-0.007000
-0.432000,-0.332000,0.418000
-0.407000,-0.207000,0.443000
-0.332000,-0.032000,0.618000
-0.282000,0.118000,0.218000
-0.182000,-0.282000,0.118000
-0.182000,-0.282000,0.168000
-0.382000,-0.207000,0.443000
-0.232000,0.018000,0.368000
-0.232000,-0.007000,0.443000
-0.082000,-0.282000,0.218000
0.083000,-0.608500,0.289000
0.083000,-0.583500,0.289000
0.083000,-0.608500,0.289000
0.193000,-0.182000,0.643000
0.418000,-0.432000,0.168000
0.368000,-0.432000,0.418000
0.418000,-0.132000,0.518000
0.468000,-0.182000,0.468000
-0.378000,-0.403000,0.033000
-0.302500,-0.097500,0.083000
-0.532000,-0.232000,0.218000
-0.282000,-0.032000,0.418000
-0.407000,0.193000,0.043000
-0.257000,-0.207000,0.293000
-0.282000,-0.432000,0.468000
0.018000,-0.532000,0.418000
0.018000,-0.332000,0.618000
0.018000,-0.532000,0.418000
0.018000,-0.332000,0.018000
0.018000,-0.332000,0.618000
0.418000,-0.432000,0.168000
0.393000,-0.307000,-0.007000
0.418000,-0.332000,0.418000
0.418000,0.018000,0.368000
0.468000,0.018000,0.368000
-0.377500,-0.428000,0.364000
-0.222500,-0.047000,0.519500
0.389000,-0.302500,0.008500
-0.532000,-0.082000,0.418000
-0.407000,-0.307000,-0.007000
-0.432000,-0.432000,0.218000
-0.382000,-0.182000,0.568000
-0.282000,-0.132000,0.168000
-0.163000,-0.112500,0.360000
0.018000,-0.282000,0.218000
0.268000,-0.382000,0.518000
0.268000,0.018000,0.418000
0.364000,0.033000,0.494500
0.494500,0.108000,0.083000
-0.532000,-0.232000,0.068000
-0.532000,-0.232000,0.318000
-0.257000,0.293000,0.093000
-0.182000,-0.557000,0.293000
0.018000,-0.282000,0.218000
0.018000,-0.582000,0.068000
0.083000,-0.583500,0.289000
0.368000,-0.382000,0.418000
0.318000,-0.382000,0.518000
0.218000,0.168000,0.118000
0.418000,-0.332000,0.468000
0.468000,-0.182000,0.418000
-0.382000,-0.382000,0.368000
-0.382000,-0.382000,0.418000
-0.332000,-0.057000,0.093000
-0.232000,-0.232000,0.168000
-0.132000,-0.282000,0.318000
0.218000,-0.307000,0.143000
0.243000,-0.407000,0.418000
0.218000,-0.232000,0.068000
0.218000,-0.232000,0.118000
